PersonID,Name,Birthdate,Last 4 SSN,Total Sales,Gender,Largest Purchase,Favorite Book ID
2606,"Sawayn, Ubaldo Z",4/10/1969,1993,987.58,Male,660.30,67
2607,"Toy, Shany O",8/13/1984,7555,129.13,Male,657.34,96
2608,"Yundt, Ines S",2/1/1973,1346,870.62,Female,3.04,53
2609,"Weber, Lawson E",1/16/1963,6897,818.34,Female,380.97,79
2610,"Quigley, Antonetta A",9/2/1958,1136,481.72,Female,862.40,17
2611,"Dickinson, Ariel N",8/30/1989,6327,722.50,Female,931.39,15
2612,"Lebsack, Erin X",9/29/1993,5996,949.23,Female,130.64,18
2613,"Hand, Bell Z",4/23/1984,1341,228.67,Female,179.02,32
2614,"Yost, Yasmine Y",11/26/1951,3955,319.69,Male,74.88,67
2615,"Jerde, Belle Q",10/6/1961,8842,97.06,Male,749.45,9
2616,"Greenfelder, Felicity M",10/31/1980,5528,219.66,Male,921.30,1
2617,"Kulas, Elmo B",3/25/1995,6297,702.58,Male,42.56,56
2618,"Auer, Malinda D",9/23/1968,8029,974.14,Male,682.97,37
2619,"D'Amore, Corine R",1/22/1990,4743,757.74,Female,350.23,4
2620,"Fay, Levi Q",4/16/1999,9229,649.18,Female,310.69,45
2621,"Macejkovic, Julie U",3/1/1982,4352,702.35,Female,543.67,18
2622,"Vandervort, Adeline M",6/13/1971,9703,823.51,Male,232.61,10
2623,"Wolff, Lucie J",8/16/1957,4802,685.53,Female,626.75,89
2624,"Kunze, Jennifer C",6/7/1993,1328,839.47,Male,270.32,71
2625,"Grant, Gladys Y",10/29/1952,4330,501.35,Male,941.83,78
2626,"Harber, Ebony L",3/15/1954,0794,369.04,Male,740.22,68
2627,"Schuster, Dayana B",2/26/1970,3532,78.55,Female,582.80,90
2628,"Parisian, Elza Y",6/3/1980,9108,397.20,Female,30.51,80
2629,"Lakin, Manley B",12/4/1974,1612,819.53,Female,987.37,79
2630,"Beier, Alec P",11/29/1960,4670,968.08,Female,41.10,8
2631,"Turner, Ole Z",6/27/1956,0538,980.63,Female,782.26,80
2632,"Schuppe, Clara W",4/26/1978,7211,640.18,Male,758.12,81
2633,"Crooks, Emmalee Y",3/16/1951,8033,471.21,Female,103.57,98
2634,"Harber, Francisco Y",2/21/1977,5493,695.36,Female,262.48,29
2635,"Miller, Noe N",10/23/1964,6820,828.23,Female,995.71,69
2636,"Mante, Rebekah C",10/24/1967,5229,416.07,Female,512.03,91
2637,"Bashirian, Maynard A",10/21/1957,6290,513.48,Female,637.87,49
2638,"Cummings, Noel Q",11/15/1992,2536,338.93,Female,223.82,8
2639,"Hudson, Lydia P",9/9/1988,2768,455.48,Male,417.15,34
2640,"Kulas, Angela O",3/9/1978,2769,114.37,Female,255.63,50
2641,"Swaniawski, Stefanie E",2/13/1998,5333,391.32,Male,422.26,89
2642,"Block, Cesar V",4/9/1991,0716,796.77,Male,679.61,84
2643,"Krajcik, Caden Y",6/28/1986,9636,23.41,Male,186.52,2
2644,"Gorczany, Esperanza R",7/21/1954,1669,28.12,Male,464.50,6
2645,"Ebert, Everette Q",1/4/1994,9999,43.56,Female,827.15,87
2646,"O'Keefe, Joey U",9/5/1959,5514,438.00,Male,803.04,54
2647,"Waters, Zula N",3/27/1974,4961,547.32,Female,240.86,18
2648,"Connelly, Lazaro F",11/2/1973,8986,464.49,Male,940.18,14
2649,"Bednar, Santa T",10/14/1970,3789,844.41,Female,86.50,22
2650,"D'Amore, Marco B",12/31/1966,6882,940.28,Male,581.47,27
2651,"Schowalter, Corine B",11/20/1982,4733,796.06,Female,530.30,14
2652,"Kulas, Gracie S",5/22/1991,4131,19.46,Female,753.27,96
2653,"Kunde, Trever H",2/1/1998,1419,667.64,Female,502.65,8
2654,"Ortiz, Lonzo I",9/15/1984,8707,86.37,Male,254.64,89
2655,"Towne, Susan K",10/8/1968,2469,740.34,Female,979.30,7
2656,"Bashirian, Cale L",6/13/1985,9712,324.08,Female,972.48,71
2657,"Hoppe, Neoma Y",10/8/1989,7560,740.97,Male,902.00,25
2658,"Kuhn, Monserrat N",12/29/1976,6896,6.93,Male,987.47,56
2659,"Collins, Maximilian N",11/23/1987,1722,51.52,Male,620.75,92
2660,"Weber, Ayden S",11/2/1950,7360,244.37,Male,75.56,3
2661,"Stroman, Kendrick Y",5/6/1975,4942,147.95,Male,89.17,7
2662,"Bins, Lenna Q",6/4/1962,6473,166.99,Male,959.44,71
2663,"Rodriguez, Christop N",11/7/1958,1462,166.06,Male,730.88,62
2664,"Stamm, Augusta Z",3/12/1978,2346,575.00,Male,851.83,81
2665,"Klein, Deja P",8/1/1981,7106,759.53,Male,647.16,41
2666,"Dare, Gerhard U",6/3/1951,2002,562.54,Male,68.84,30
2667,"Harvey, Alta F",6/4/1952,8183,617.84,Male,441.32,17
2668,"Marvin, Jesus G",5/7/1955,3608,511.06,Male,50.96,74
2669,"Pouros, Vicky R",10/27/1964,6461,106.15,Male,438.72,98
2670,"Kemmer, Luis Z",10/24/1994,9914,198.83,Female,459.53,63
2671,"Batz, Aurelie S",2/28/1950,4765,733.54,Female,795.49,61
2672,"Rosenbaum, Miles T",5/17/1999,0346,843.94,Female,137.08,46
2673,"McKenzie, Maurine B",11/18/1959,3126,935.50,Female,174.51,96
2674,"Huels, Marguerite M",10/9/1975,2311,117.34,Female,759.43,68
2675,"O'Keefe, Cynthia V",6/14/1984,8993,834.97,Female,617.10,39
2676,"Casper, Khalid E",6/27/1951,6336,433.73,Male,609.20,21
2677,"Mayer, Forest C",4/3/1974,5971,710.94,Female,673.54,92
2678,"Kovacek, Jared I",1/11/1971,5884,651.96,Female,834.07,30
2679,"Goldner, Felix Y",11/30/1969,0155,765.67,Female,248.25,20
2680,"Green, Arvilla X",6/28/1962,9066,228.91,Male,985.04,52
2681,"Kuvalis, Rebeka V",6/28/1956,2823,800.84,Male,622.43,31
2682,"Stehr, Mustafa X",1/26/1977,1206,122.46,Male,771.78,73
2683,"Fay, Ona L",7/19/1994,8114,883.24,Male,339.56,21
2684,"Grimes, London I",4/15/1977,0138,359.96,Female,696.39,99
2685,"Flatley, Parker H",6/23/1968,7251,711.84,Female,576.34,34
2686,"Morissette, Stefan B",6/17/1956,4305,583.63,Female,102.91,68
2687,"Bernhard, Adaline H",5/14/1991,0666,982.97,Female,258.70,2
2688,"Hilpert, Marcelina M",2/11/1982,9353,786.48,Male,841.34,99
2689,"Torphy, Ozella D",9/13/1953,0074,301.32,Male,336.69,3
2690,"Harber, Benjamin I",8/7/1951,3679,356.35,Male,849.64,26
2691,"Schaden, Litzy H",4/29/1988,0455,498.89,Male,246.33,90
2692,"Haag, Reid C",7/29/1953,6137,56.64,Male,910.97,76
2693,"Ritchie, Josie N",10/10/1974,8634,800.64,Female,541.80,47
2694,"Mayert, Patsy K",1/10/1970,0613,80.28,Male,933.71,43
2695,"Kris, Janiya S",9/29/1961,3891,297.97,Male,795.44,13
2696,"Torphy, Erin V",1/3/1963,3435,455.77,Female,298.31,89
2697,"Roob, Marlene N",1/8/1956,2408,378.73,Female,403.83,98
2698,"Bruen, Stefanie S",4/20/1963,0482,930.28,Female,181.00,74
2699,"Raynor, Destinee C",7/2/1958,3324,308.30,Male,80.15,9
2700,"Larkin, Herta F",7/14/1964,4268,682.19,Female,299.71,77
2701,"Dickens, Winnifred T",11/3/1964,6758,909.02,Female,112.31,7
2702,"Schneider, Odie M",7/21/1980,1056,32.21,Male,158.20,30
2703,"Ledner, Crystel J",1/20/1950,4252,286.46,Female,711.97,64
2704,"Crooks, Gia G",2/9/1967,5603,100.66,Male,502.31,4
2705,"Pagac, Jannie P",12/1/1997,1522,49.53,Female,601.02,34
2706,"Lehner, Celine J",9/20/1991,1475,233.05,Female,171.81,98
2707,"Wilkinson, Cloyd C",4/5/1991,2015,704.06,Female,526.22,53
2708,"Hegmann, Nona C",12/23/1958,5995,175.77,Female,807.30,84
2709,"Lind, Mateo U",4/8/1951,1452,460.27,Female,820.06,81
2710,"Tremblay, Telly O",3/28/1971,9938,799.17,Male,304.07,20
2711,"Wisozk, Madyson E",1/6/1977,0458,877.32,Male,641.09,41
2712,"Runte, Emmalee S",3/11/1960,7776,865.74,Female,399.42,78
2713,"Muller, Shayne F",8/15/1986,1694,38.96,Female,392.22,63
2714,"Botsford, Peter S",6/1/1970,7416,216.28,Male,159.95,19
2715,"Jacobs, Jamal Q",2/13/1980,2773,969.12,Female,706.75,82
2716,"O'Connell, Alejandra P",2/22/1971,1071,578.23,Male,485.35,77
2717,"Mayer, Elsie Y",4/27/1983,0253,78.59,Male,522.31,46
2718,"Doyle, Alayna C",9/29/1991,3154,866.64,Female,862.54,78
2719,"Jaskolski, Wayne K",11/2/1986,3134,298.43,Female,181.39,21
2720,"Raynor, Chase E",8/14/1956,4521,499.98,Female,196.77,98
2721,"Daniel, Juana Q",12/1/1967,0243,921.73,Male,735.86,88
2722,"Hyatt, Selina E",1/18/1983,9734,437.52,Female,44.59,92
2723,"Gusikowski, Nia I",9/28/1984,1200,180.19,Female,870.78,88
2724,"Runolfsson, Paxton R",7/23/1997,8126,636.35,Male,263.98,32
2725,"Champlin, Randi Y",11/26/1990,6423,147.24,Male,214.11,78
2726,"Moen, Jennifer L",4/2/1979,6997,755.43,Female,955.73,62
2727,"Yundt, Theresa A",3/1/1982,5734,187.70,Female,945.75,37
2728,"Towne, Reinhold T",12/25/1985,7170,973.88,Female,586.78,99
2729,"Hintz, Magali Q",11/2/1983,4950,272.00,Female,836.68,67
2730,"Oberbrunner, Leonor Q",1/10/1990,8111,636.94,Female,31.99,62
2731,"Swift, Melany G",7/5/1960,5617,894.91,Male,421.53,47
2732,"Cartwright, Juana K",12/14/1962,5376,566.20,Female,959.23,52
2733,"Carter, Jimmy L",1/3/1956,4638,348.31,Male,115.02,18
2734,"Weissnat, Waldo S",4/26/1974,0832,390.66,Female,640.00,71
2735,"Daugherty, Lysanne I",2/1/1963,4544,517.15,Male,572.13,86
2736,"Spencer, Sabryna B",1/1/1982,0288,920.08,Male,222.60,83
2737,"Jakubowski, Eli J",1/22/1964,4468,937.54,Male,108.36,76
2738,"Torphy, Trudie E",10/30/1971,8259,810.58,Male,487.61,72
2739,"Rowe, Bud M",9/20/1980,3329,172.75,Male,538.30,74
2740,"Strosin, Jeff V",10/7/1968,6678,779.07,Male,37.74,99
2741,"Beier, Lewis H",10/8/1989,9078,327.91,Female,43.12,98
2742,"Senger, Mathilde K",11/8/1979,3903,88.61,Female,276.65,81
2743,"Hettinger, Sylvan W",3/17/1997,5850,288.96,Female,153.43,53
2744,"Howe, Giovanna A",9/11/1977,0519,545.12,Female,523.02,79
2745,"Price, Lura T",8/2/1992,2049,188.04,Female,422.30,80
2746,"Russel, Dale V",2/15/1983,3477,454.50,Female,266.76,12
2747,"Reilly, Kane X",4/7/1984,9015,242.85,Male,874.28,45
2748,"Braun, Bulah P",9/19/1978,0787,407.16,Male,150.35,83
2749,"Kutch, Sheldon S",8/5/1990,2631,213.11,Female,756.42,92
2750,"Jacobson, Victoria K",9/13/1988,5859,296.35,Female,14.43,73
2751,"Boyle, Susanna C",12/29/1955,4799,852.63,Male,148.43,89
2752,"Carroll, Deron H",11/11/1992,9955,921.09,Male,436.73,80
2753,"O'Hara, Grover S",2/24/1973,9877,222.21,Male,278.28,94
2754,"Shanahan, Keaton M",9/15/1959,7142,968.70,Male,755.07,92
2755,"Schinner, Whitney I",1/14/1963,9476,312.36,Male,304.10,71
2756,"Dach, Ernie C",11/4/1993,4378,4.28,Female,548.54,40
2757,"Rosenbaum, Harmony P",7/2/1964,6938,821.60,Male,74.16,5
2758,"McKenzie, Claire Q",11/30/1970,8198,912.55,Female,65.26,61
2759,"Harris, Darlene A",1/17/1988,0442,907.95,Female,584.00,78
2760,"Legros, Micah Z",12/23/1975,4758,891.08,Female,742.59,14
2761,"Kuvalis, Samir K",4/27/1953,1096,970.44,Male,847.06,6
2762,"Turcotte, Wyatt B",9/14/1970,5473,99.75,Female,367.23,81
2763,"Ratke, Jessika O",10/24/1969,7796,941.24,Male,203.57,70
2764,"Ferry, Eldon H",11/20/1954,6549,203.33,Male,54.07,16
2765,"Frami, Clinton R",1/22/1987,1475,464.24,Male,708.45,71
2766,"Cummerata, Winona Q",5/23/1956,0944,760.96,Female,745.71,21
2767,"Mohr, Lea Y",10/2/1964,0948,791.02,Female,837.69,56
2768,"McCullough, Ruben N",1/14/1965,6925,853.62,Male,756.14,25
2769,"Renner, Lorenzo T",4/28/1989,1764,920.27,Male,599.05,73
2770,"Kulas, Roman T",7/9/1952,4372,697.54,Female,55.30,79
2771,"Wisozk, Pierce S",11/3/1960,9656,431.24,Male,129.90,79
2772,"O'Keefe, Marshall D",5/9/1966,3752,370.82,Male,680.56,0
2773,"Feeney, Travon C",12/9/1965,3616,555.59,Female,273.18,85
2774,"Johnson, Jasper I",9/13/1993,4368,15.85,Male,338.54,3
2775,"Swift, Sage D",5/6/1978,6645,996.53,Female,450.41,2
2776,"Ryan, Broderick G",10/28/1966,6357,26.82,Male,14.17,79
2777,"Bartell, Archibald J",9/23/1975,0943,385.08,Male,566.32,5
2778,"Schiller, Eldon P",5/15/1992,6673,655.77,Female,715.32,24
2779,"Fadel, Donavon K",12/15/1962,4175,661.39,Female,814.18,9
2780,"Breitenberg, Ed W",9/2/1998,7019,241.73,Male,709.48,82
2781,"Yost, Marley L",10/1/1963,9814,64.44,Male,938.11,89
2782,"Ondricka, Jasper B",3/12/1975,7168,873.01,Female,364.69,78
2783,"Zemlak, Vicenta A",10/17/1993,4951,263.53,Male,163.70,26
2784,"McGlynn, Connor O",5/3/1951,2730,491.30,Female,278.64,63
2785,"Satterfield, Lexi Z",11/14/1953,5301,614.59,Female,995.15,89
2786,"Kuhic, Elody J",9/26/1964,7462,32.18,Female,193.32,39
2787,"Howell, Noemi A",9/16/1977,3622,222.27,Male,31.56,72
2788,"Schmitt, Arlo P",9/11/1994,5233,203.29,Male,340.35,55
2789,"Predovic, Enos O",3/18/1983,2677,649.96,Male,492.31,1
2790,"Cruickshank, Ashley Y",4/11/1993,6133,966.44,Male,54.13,69
2791,"Vandervort, Evangeline T",1/1/1995,4294,223.37,Female,770.49,37
2792,"Ullrich, Eunice M",8/21/1956,6870,184.06,Male,985.61,4
2793,"Kutch, Bessie Z",11/29/1991,0222,621.88,Female,603.22,1
2794,"Stokes, Mauricio V",4/25/1973,3246,121.76,Female,831.39,57
2795,"Jakubowski, Raymond O",5/13/1960,7114,556.44,Female,492.30,15
2796,"Graham, Kendrick B",5/17/1976,8728,510.76,Male,353.31,14
2797,"Dicki, Arlie W",11/15/1968,9000,392.13,Female,24.38,84
2798,"Roberts, Maria Q",11/5/1992,0657,162.92,Female,913.66,94
2799,"Stehr, Richie A",6/26/1964,4189,169.52,Male,375.51,20
2800,"Gerhold, Dale Z",12/7/1995,1876,715.94,Male,370.38,32
2801,"Hackett, Everett V",11/22/1992,2019,415.87,Male,372.11,57
2802,"Wyman, Marques N",6/9/1989,3486,611.79,Male,903.67,38
2803,"Nader, Coy B",8/12/1962,5842,42.96,Male,255.20,42
2804,"Herzog, Thalia H",4/6/1995,1392,429.44,Female,598.48,63
2805,"Ullrich, Alyson C",9/21/1985,2371,678.86,Female,116.67,35
2806,"Bradtke, Hannah O",10/30/1950,0879,879.77,Male,715.80,8
2807,"Stehr, Christine H",3/27/1970,2668,693.80,Male,412.97,75
2808,"Aufderhar, Bernhard Q",5/7/1963,7453,575.43,Male,452.15,83
2809,"Padberg, Andy V",4/6/1992,3395,704.87,Female,470.28,10
2810,"Fay, Elfrieda V",6/10/1988,6341,652.85,Male,617.21,6
2811,"Ruecker, Brandi X",3/17/1992,2005,574.31,Female,445.86,80
2812,"Purdy, Trent H",2/13/1980,1382,310.24,Female,341.96,37
2813,"Bahringer, Zander F",7/4/1961,7197,976.73,Male,739.79,73
2814,"Deckow, Eleazar Z",7/10/1953,3557,311.38,Male,723.25,10
2815,"Mertz, Adam P",11/3/1964,9299,498.90,Female,477.32,66
2816,"Kertzmann, Earnestine S",5/3/1991,2136,71.23,Female,653.62,2
2817,"Erdman, Lizzie Y",3/3/1978,4961,79.08,Female,797.27,96
2818,"Schuster, Darius I",1/14/1963,3190,472.18,Male,963.40,48
2819,"Spinka, Delphine B",2/13/1999,8702,591.09,Female,0.14,16
2820,"Olson, Turner P",12/8/1978,3047,275.98,Male,608.98,72
2821,"Franecki, Wilmer L",9/26/1979,0430,127.70,Male,852.24,71
2822,"Kuhlman, Taylor N",4/16/1968,8771,397.25,Male,819.71,23
2823,"Flatley, Ari W",1/18/1975,5867,386.80,Female,18.90,35
2824,"Keeling, Mylene F",2/17/1983,2235,894.13,Male,5.00,1
2825,"Rice, Alverta B",10/11/1980,4551,978.85,Male,194.39,71
2826,"Gutkowski, Alysa X",5/6/1979,3406,768.30,Male,296.50,6
2827,"Kessler, Maurine O",8/14/1972,8748,311.27,Female,664.20,67
2828,"Bechtelar, Carole R",6/3/1980,7180,316.24,Male,117.06,95
2829,"Carroll, Lorenz W",1/5/1976,1838,919.20,Female,614.85,51
2830,"Wehner, Lexie L",6/23/1955,1851,616.17,Female,552.71,23
2831,"Frami, Dion M",11/7/1967,3863,137.60,Female,382.20,11
2832,"Armstrong, Fred V",6/21/1967,1648,840.06,Female,829.70,30
2833,"McLaughlin, Mallory R",1/13/1992,2661,222.03,Male,754.03,72
2834,"Tromp, Madalyn I",5/18/1978,5183,271.58,Male,693.76,91
2835,"White, Eudora B",1/8/1984,8444,581.39,Male,982.65,49
2836,"Schroeder, Steve O",11/25/1974,2249,368.07,Female,305.64,17
2837,"Bosco, Arch G",7/31/1965,1449,998.17,Female,909.71,31
2838,"Weber, Velda F",3/2/1989,4982,552.02,Male,383.87,51
2839,"Sipes, Braden Q",10/14/1976,5107,135.89,Female,130.96,99
2840,"Halvorson, Joanny W",8/13/1984,9796,786.97,Male,118.59,24
2841,"Heaney, Jaida E",9/1/1971,7118,816.00,Female,943.47,79
2842,"Huel, Icie B",10/2/1980,8172,168.21,Male,189.09,13
2843,"Larson, Lilliana Y",12/7/1959,3392,798.16,Female,36.70,12
2844,"Batz, Meghan H",3/27/1973,7745,19.42,Female,684.98,33
2845,"Kuhn, Michale G",11/1/1998,9264,83.44,Female,987.33,39
2846,"Hermiston, Ted D",1/4/1987,4870,855.81,Female,106.35,97
2847,"Kozey, Jessyca G",8/29/1992,5799,474.29,Male,612.12,20
2848,"Hoppe, Deja F",4/28/1997,1178,449.76,Female,595.81,44
2849,"Quitzon, Alexander N",11/1/1985,8735,589.99,Female,197.16,73
2850,"Heller, Leatha M",10/2/1990,4796,81.35,Male,779.28,97
2851,"Bergstrom, Arnoldo G",9/12/1964,4544,42.69,Male,368.44,48
2852,"Bahringer, Estella T",11/5/1968,1245,621.65,Female,478.13,83
2853,"Bernhard, Dannie D",2/6/1960,2933,130.37,Female,927.00,96
2854,"Mayer, Rafael Z",4/30/1975,4588,994.56,Female,625.29,20
2855,"Graham, Julio N",8/25/1964,9654,273.00,Male,549.21,75
2856,"Hauck, Johnathan H",1/20/1998,5704,900.46,Male,785.95,37
2857,"Kovacek, Lincoln V",6/28/1980,4368,111.64,Female,710.22,36
2858,"Koss, Ethelyn V",4/22/1970,0616,339.28,Female,164.37,84
2859,"Kautzer, Dulce T",7/12/1953,9976,939.39,Female,534.22,73
2860,"Bahringer, Georgiana M",2/20/1998,3214,836.96,Female,107.17,85
2861,"Huels, Gus B",7/8/1958,4890,408.80,Female,75.13,95
2862,"Berge, Brycen Z",7/17/1971,2726,713.16,Female,394.83,78
2863,"Franecki, Alysa E",7/16/1993,7811,782.23,Female,917.41,82
2864,"Willms, Broderick H",4/30/1991,9056,39.24,Female,182.22,80
2865,"Osinski, Tracey T",1/24/1960,7133,947.40,Male,311.77,14
2866,"Hagenes, Orlo U",5/28/1961,6821,525.39,Female,45.17,70
2867,"Farrell, Neoma Q",3/30/1957,7978,794.87,Male,986.18,76
2868,"Walsh, Kaci J",12/24/1956,8510,731.47,Female,473.12,90
2869,"Hudson, Torey K",10/7/1952,3088,420.40,Female,697.69,71
2870,"Powlowski, Elisha A",1/1/1966,4627,954.38,Male,825.58,35
2871,"Moore, Keely I",5/2/1982,6439,187.36,Female,558.65,31
2872,"Stokes, Gabriella W",9/4/1955,8330,357.36,Male,542.56,20
2873,"Carroll, Cydney H",12/21/1958,8345,359.94,Male,609.18,23
2874,"Abbott, Rogelio O",8/1/1983,9296,51.69,Female,323.66,26
2875,"McCullough, Herminia W",9/2/1956,2359,571.98,Female,931.91,96
2876,"Hoppe, Lucio R",10/14/1994,3676,62.75,Female,121.39,11
2877,"Block, Estelle Z",2/20/1967,8566,944.12,Male,507.37,1
2878,"Romaguera, Ardella Q",12/23/1994,5113,198.94,Female,558.19,94
2879,"Bartoletti, Sincere X",6/28/1994,1134,188.61,Male,86.81,65
2880,"Waelchi, Deon O",6/19/1993,8955,791.90,Male,781.49,37
2881,"Weber, Lois K",4/7/1969,9676,83.13,Male,599.98,47
2882,"Grady, Nella L",5/12/1962,7595,549.54,Male,844.24,60
2883,"Ratke, Kailee N",6/19/1963,1502,999.44,Female,663.84,65
2884,"Jacobs, Petra A",10/9/1980,9297,407.54,Female,255.24,18
2885,"Rohan, Mattie K",5/13/1985,7356,546.39,Male,61.44,60
2886,"Adams, Eriberto S",9/25/1997,8197,503.25,Female,497.23,28
2887,"Beer, Alejandra R",3/27/1956,2888,573.61,Male,587.78,81
2888,"Altenwerth, Alexane J",10/3/1968,9801,71.19,Male,189.46,79
2889,"Moore, Matilda J",4/30/1976,2782,749.20,Male,516.95,82
2890,"Kris, Samantha Y",9/20/1955,8218,132.08,Female,412.45,21
2891,"D'Amore, Donnie Q",10/25/1962,6125,869.02,Male,522.12,69
2892,"Effertz, Destini G",9/5/1985,2606,320.67,Female,279.77,51
2893,"Langosh, Clair R",9/3/1960,4759,206.58,Female,361.25,76
2894,"Wehner, Jamel O",2/22/1978,1441,736.59,Female,241.65,23
2895,"Veum, Vivianne C",2/8/1981,1744,359.33,Female,875.56,44
2896,"Thiel, Ellsworth Q",5/19/1969,9230,637.43,Male,929.55,68
2897,"Beatty, Sofia M",4/26/1960,6737,921.28,Male,405.15,51
2898,"Grady, Lizeth S",5/10/1995,2432,252.97,Male,930.50,68
2899,"Terry, Brannon K",6/23/1966,0197,368.45,Male,70.44,46
2900,"Reichel, Ollie D",1/13/1980,9978,159.30,Male,912.93,53
2901,"Ferry, Jazmyn C",11/4/1959,5822,674.01,Male,460.14,99
2902,"Anderson, Odessa K",5/17/1994,0299,853.36,Female,752.66,52
2903,"Dickens, Mckenna K",8/3/1989,7314,577.24,Female,629.24,97
2904,"Muller, Sylvester S",10/5/1978,2285,395.44,Male,824.72,0
2905,"Rath, Rickey K",8/17/1988,9384,989.13,Male,347.61,47
2906,"Schamberger, Derrick V",11/27/1961,4063,595.15,Female,810.69,67
2907,"D'Amore, Napoleon H",3/20/1957,9526,697.69,Male,379.02,51
2908,"Schulist, Hank B",8/28/1989,9522,449.34,Female,12.94,26
2909,"Crooks, Amina L",1/21/1979,3968,763.60,Female,830.87,30
2910,"Paucek, Vance S",12/25/1984,4727,159.60,Female,178.79,40
2911,"Champlin, Samir K",3/31/1998,0726,500.13,Male,138.22,28
2912,"Bogan, Elda T",1/30/1977,7651,169.77,Male,270.63,46
2913,"Brakus, Rory N",10/27/1950,9454,156.37,Male,948.47,98
2914,"Davis, Assunta Q",1/27/1956,7107,774.74,Female,324.70,48
2915,"Monahan, Quinton Q",8/26/1993,5092,940.45,Male,185.84,62
2916,"Kris, Sienna G",10/10/1982,2737,767.56,Female,485.50,33
2917,"Wehner, Rose U",1/19/1999,7411,178.48,Female,348.18,39
2918,"Raynor, Asha K",4/7/1956,2757,286.81,Male,466.65,83
2919,"Volkman, Ryleigh N",5/21/1996,7040,98.01,Female,62.47,48
2920,"Koch, Rowena H",7/21/1968,2769,590.66,Female,898.02,98
2921,"Cartwright, Gardner K",6/27/1988,4240,495.12,Female,937.52,86
2922,"Leuschke, Brian X",9/27/1958,0896,201.62,Female,952.10,74
2923,"Beier, Jena A",1/15/1950,9336,659.00,Male,147.32,25
2924,"Heathcote, Demetris N",3/22/1955,3441,498.00,Male,797.84,16
2925,"Erdman, Felicity O",1/29/1999,4619,48.35,Male,536.24,6
2926,"Beer, Soledad S",4/15/1953,0723,496.33,Male,439.52,17
2927,"O'Keefe, Verona N",1/23/1953,8746,552.66,Female,981.96,61
2928,"Stroman, Jacklyn N",2/21/1989,1540,345.42,Female,66.22,39
2929,"Hahn, Elton L",5/25/1962,2802,804.76,Female,421.71,80
2930,"Kunze, Ludwig O",3/21/1984,2574,428.40,Male,689.83,78
2931,"Weissnat, Aglae C",3/28/1955,8663,343.03,Male,336.76,45
2932,"Ebert, Arden W",5/22/1979,6502,136.50,Female,215.75,69
2933,"Orn, Maci C",12/13/1973,4962,284.04,Female,858.94,70
2934,"Jacobs, Tiana Q",7/22/1987,3739,176.91,Female,97.87,21
2935,"Hackett, Aglae U",12/9/1971,0937,733.35,Female,421.94,60
2936,"Pacocha, Hortense I",3/14/1972,1338,472.74,Male,252.27,80
2937,"Wintheiser, Adriana D",7/2/1984,9939,950.93,Female,96.62,71
2938,"VonRueden, Annamae Z",10/2/1972,7213,305.73,Male,13.98,27
2939,"Denesik, Kim N",7/10/1991,6214,718.54,Male,782.63,84
2940,"Mertz, Kitty M",12/5/1979,0429,98.62,Male,761.76,75
2941,"Pfeffer, Valentina X",10/11/1962,0674,429.95,Male,912.57,32
2942,"Koepp, Keaton U",9/3/1961,9150,549.66,Male,772.19,4
2943,"Koelpin, Magdalen R",10/27/1990,7619,749.68,Female,866.33,93
2944,"Tremblay, Zoe V",4/27/1968,4739,555.70,Male,195.71,83
2945,"Boyle, Rossie V",9/11/1974,3124,219.30,Male,917.39,27
2946,"Reichel, Garfield V",6/14/1996,6044,402.12,Female,584.69,19
2947,"Ryan, Karine H",12/14/1983,9525,855.48,Female,418.02,54
2948,"Olson, Keith M",8/27/1954,9733,784.49,Female,590.99,36
2949,"Balistreri, Junius C",7/21/1976,1094,130.37,Female,951.64,91
2950,"Kuhlman, Alfonso B",11/10/1951,8274,403.92,Female,354.05,56
2951,"Pfeffer, Elena K",12/5/1961,7778,245.05,Female,38.49,68
2952,"Hammes, Hassie L",2/26/1970,0880,819.90,Male,309.95,78
2953,"Will, Cassandre L",7/30/1950,0232,989.21,Female,447.73,65
2954,"Wunsch, Fernando M",10/18/1986,2714,40.95,Female,418.11,72
2955,"Schamberger, Laverna F",12/22/1994,6453,298.49,Female,490.86,78
2956,"Veum, Geovanny P",5/29/1993,8282,564.22,Female,296.96,7
2957,"Bernhard, Eli X",10/31/1992,7349,32.98,Female,843.14,73
2958,"Schuppe, Mayra S",1/19/1954,2245,895.82,Male,995.84,6
2959,"Cronin, Nichole B",11/24/1973,6387,516.62,Female,142.45,25
2960,"Hane, Kyla K",1/18/1983,6160,879.57,Male,997.96,38
2961,"Hegmann, Stephen A",9/9/1976,1478,769.78,Male,377.59,51
2962,"McDermott, Jordon A",9/26/1950,3705,236.10,Female,534.11,83
2963,"Brekke, Gerry R",7/11/1951,1370,423.52,Male,754.56,48
2964,"Walter, Shaylee C",6/20/1951,9529,614.10,Female,501.23,40
2965,"Stroman, Ignacio D",11/9/1987,4091,743.27,Male,512.38,20
2966,"Kuvalis, Adrain G",6/6/1961,4123,126.35,Male,140.33,38
2967,"Kuvalis, Jocelyn F",5/28/1956,1862,912.67,Male,148.28,26
2968,"Terry, Rachelle J",2/7/1979,5828,65.88,Male,475.87,89
2969,"Tromp, Aron I",4/18/1992,9620,92.69,Female,353.36,6
2970,"Grimes, Shana O",9/27/1967,1439,230.39,Female,690.27,16
